CPU Name,Core Count,Performance Core Clock,Boost Clock,TDP,Integrated Graphics,Sockets Supported,Raiting,Raiting Count,Price
 Intel Pentium G6950  ,2,2.8 GHz,,73 W,Intel HD Graphics,No,0, 0,$55.01
 Intel Pentium G640T  ,2,2.4 GHz,,35 W,Intel HD Graphics,No,0, 0,$84.88
 Intel Xeon E5-2620  ,6,2 GHz,,95 W,None,Yes,0, 0,$77.00
 Intel Xeon E3-1245 V5  ,4,3.5 GHz,3.9 GHz,80 W,Intel HD Graphics P530,Yes,0, 0,$399.00
 AMD Opteron 6320  ,8,2.8 GHz,3.3 GHz,115 W,None,No,0, 0,$246.96
 Intel Xeon E3-1220 V6  ,4,3 GHz,3.5 GHz,72 W,None,No,0, 0,$389.95
 Intel Celeron G5905T  ,2,3.3 GHz,,35 W,Intel UHD Graphics 610,No,0, 0,
 Intel Pentium E2160  ,2,1.8 GHz,,65 W,None,No,0, 0,$49.00
 Intel Pentium E2200  ,2,2.2 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Duo E6320  ,2,1.86 GHz,,65 W,None,No,3, 1,
 Intel Core 2 Duo E8500  ,2,3.16 GHz,,65 W,None,No,5, 1,
 Intel Core i7-920  ,4,2.66 GHz,,130 W,None,Yes,3, 1,
 Intel Core 2 Extreme X6800  ,2,2.93 GHz,,75 W,None,No,0, 0,
 AMD Athlon II X4 651K  ,4,3 GHz,,100 W,None,No,0, 0,
 Intel Xeon E3-1265L V2  ,4,2.5 GHz,,45 W,Intel HD Graphics 2500,Yes,0, 0,
 AMD 5150  ,4,1.6 GHz,,25 W,Radeon HD 8400,No,3, 3,
 AMD E2-3200  ,2,2.4 GHz,,65 W,Radeon HD 6370D,No,0, 0,
 Intel Xeon E3-1226 V3  ,4,3.3 GHz,3.7 GHz,84 W,Intel HD Graphics P4600,No,0, 0,
 AMD Pro A10-7800B  ,4,3.5 GHz,3.9 GHz,65 W,Radeon R7 (on-die),No,0, 0,
 Intel Core i5-6500T  ,4,2.5 GHz,3.1 GHz,35 W,Intel HD Graphics 530,No,0, 0,
 Intel Core i5-7500T  ,4,2.7 GHz,3.3 GHz,35 W,Intel HD Graphics 630,No,0, 0,
 Intel Pentium Gold G5500  ,2,3.8 GHz,,54 W,Intel UHD Graphics 630,Yes,0, 0,
 Intel Core 2 Duo E6420  ,2,2.13 GHz,,65 W,None,No,0, 0,$69.95
 Intel Xeon E5-2603 V3  ,6,1.6 GHz,,85 W,None,No,0, 0,$135.00
 Intel Xeon E3-1275 V5  ,4,3.6 GHz,4 GHz,80 W,Intel HD Graphics P530,Yes,0, 0,
 Intel Pentium G4600  ,2,3.6 GHz,,51 W,Intel HD Graphics 630,Yes,0, 0,$169.95
 Intel Celeron G3930  ,2,2.9 GHz,,51 W,Intel HD Graphics 610,No,0, 0,$102.81
 Intel Celeron 430  ,1,1.8 GHz,,35 W,None,No,0, 0,$59.95
 Intel Core 2 Duo E6320  ,2,1.86 GHz,,65 W,None,No,0, 0,$89.95
 Intel Pentium G840  ,2,2.8 GHz,,65 W,Intel HD Graphics,No,0, 0,$45.00
 Intel Core i3-3245  ,2,3.4 GHz,,55 W,Intel HD Graphics 4000,Yes,5, 1,$80.00
 Intel Core i3-6100T  ,2,3.2 GHz,,35 W,Intel HD Graphics 530,Yes,0, 0,$149.94
 Intel Xeon E-2134  ,4,3.5 GHz,4.5 GHz,71 W,None,Yes,0, 0,$697.00
 Intel Core 2 Quad Q9505  ,4,2.83 GHz,,95 W,None,No,0, 0,
 Intel Core 2 Quad Q9550S  ,4,2.83 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Extreme QX6700  ,4,2.66 GHz,,100 W,None,No,4, 1,
 Intel Core 2 Extreme QX6850  ,4,3 GHz,,130 W,None,No,0, 0,
 AMD Phenom II X4 970 Black  ,4,3.5 GHz,,125 W,None,No,5, 2,
 AMD Phenom II X3 720 Black  ,3,2.8 GHz,,95 W,None,No,5, 1,
 Intel Pentium G620T  ,2,2.2 GHz,,35 W,Intel HD Graphics,No,0, 0,
 AMD FX-4170  ,4,4.2 GHz,,125 W,None,No,5, 5,
 Intel Xeon E3-1240  ,4,3.3 GHz,,80 W,None,Yes,0, 0,
 Intel Pentium G2010  ,2,2.8 GHz,,55 W,Intel HD Graphics,No,0, 0,
 AMD A10-7700K  ,4,3.4 GHz,3.8 GHz,95 W,Radeon R7 (on-die),No,0, 0,
 AMD Pro A10-7850B  ,4,3.7 GHz,4 GHz,95 W,Radeon R7 (on-die),No,0, 0,$152.77
 AMD Athlon X4 840  ,4,3.1 GHz,3.8 GHz,65 W,None,No,0, 0,
 Intel Xeon E3-1230 V5  ,4,3.4 GHz,3.8 GHz,80 W,None,Yes,0, 0,
 Intel Pentium G3260  ,2,3.3 GHz,,53 W,Intel HD Graphics,No,5, 1,
 Intel Xeon E5-1620 V4  ,4,3.5 GHz,3.8 GHz,140 W,None,Yes,0, 0,$148.94
 Intel Core i3-7100T  ,2,3.4 GHz,,35 W,Intel HD Graphics 630,Yes,0, 0,
 Intel Core i3-7300T  ,2,3.5 GHz,,35 W,Intel HD Graphics 630,Yes,0, 0,
 Intel Core i5-7600T  ,4,2.8 GHz,3.7 GHz,35 W,Intel HD Graphics 630,No,0, 0,
 Intel Core i9-7960X  ,16,2.8 GHz,4.4 GHz,165 W,None,Yes,0, 0,
 Intel Core i5-3550S  ,4,3 GHz,3.7 GHz,65 W,Intel HD Graphics 2500,No,0, 0,
 Intel Core i5-9500F  ,6,3 GHz,4.4 GHz,65 W,None,No,0, 0,
 Intel Celeron G5925  ,2,3.6 GHz,,58 W,Intel UHD Graphics 610,No,0, 0,
 Intel Xeon E-2136  ,6,3.3 GHz,4.5 GHz,80 W,None,Yes,0, 0,$410.96
 Intel Core 2 Duo E4300  ,2,1.8 GHz,,65 W,None,No,0, 0,$70.00
 Intel Pentium E6500  ,2,2.93 GHz,,65 W,None,No,0, 0,$88.56
 Intel Core 2 Quad Q9400  ,4,2.66 GHz,,95 W,None,No,0, 0,
 Intel Core 2 Extreme X6800  ,2,2.93 GHz,,75 W,None,No,0, 0,$98.95
 Intel Core i3-4350  ,2,3.6 GHz,,54 W,Intel HD Graphics 4600,Yes,5, 2,
 Intel Xeon E3-1230 V2  ,4,3.3 GHz,,69 W,None,Yes,0, 0,$249.95
 AMD Phenom II X2 555 Black  ,2,3.2 GHz,,80 W,None,No,5, 1,
 AMD Phenom II X4 920  ,4,2.8 GHz,,125 W,None,No,0, 0,
 AMD Phenom II X4 925  ,4,2.8 GHz,,95 W,None,No,5, 1,
 AMD Athlon II X2 250u  ,2,1.6 GHz,,25 W,None,No,0, 0,
 Intel Celeron E1600  ,2,2.4 GHz,,65 W,None,No,0, 0,
 Intel Pentium E2180  ,2,2 GHz,,65 W,None,No,0, 0,
 Intel Pentium E2220  ,2,2.4 GHz,,65 W,None,No,0, 0,
 Intel Celeron E3200  ,2,2.4 GHz,,65 W,None,No,0, 0,
 Intel Core i5-655K  ,2,3.2 GHz,,73 W,Intel HD Graphics,Yes,0, 0,
 Intel Core i5-680  ,2,3.6 GHz,,73 W,Intel HD Graphics,Yes,0, 0,
 Intel Core 2 Quad Q8400  ,4,2.66 GHz,,95 W,None,No,0, 0,
 Intel Core 2 Quad Q9450  ,4,2.66 GHz,,95 W,None,No,5, 1,
 Intel Core 2 Extreme QX6800  ,4,2.93 GHz,,100 W,None,No,4, 1,
 AMD Athlon II X4 645  ,4,3.1 GHz,,95 W,None,No,4, 1,
 Intel Pentium E5800  ,2,3.2 GHz,,65 W,None,No,0, 0,
 AMD FX-6100  ,6,3.3 GHz,,95 W,None,No,0, 0,
 Intel Xeon E3-1270  ,4,3.4 GHz,,80 W,None,Yes,0, 0,
 AMD Athlon X4 740  ,4,3.2 GHz,,65 W,None,No,4, 3,
 AMD FX-9370  ,8,4.4 GHz,4.7 GHz,220 W,None,No,0, 0,
 Intel Xeon E5-1660  ,6,3.3 GHz,3.9 GHz,130 W,None,Yes,5, 1,
 AMD Pro A8-7600B  ,4,3.1 GHz,3.8 GHz,65 W,Radeon R7 (on-die),No,0, 0,
 AMD Phenom II X2 B59  ,2,3.4 GHz,,80 W,None,No,3, 1,
 Intel Core i3-3240  ,2,3.4 GHz,,55 W,Intel HD Graphics 2500,Yes,0, 0,
 Intel Pentium G4520  ,2,3.6 GHz,,51 W,Intel HD Graphics 530,No,5, 2,
 Intel Core i7-6800K  ,6,3.4 GHz,3.6 GHz,140 W,None,Yes,0, 0,
 Intel Core i7-6850K  ,6,3.6 GHz,3.8 GHz,140 W,None,Yes,0, 0,
 Intel Core i7-6900K  ,8,3.2 GHz,3.7 GHz,140 W,None,Yes,5, 1,
 Intel Core i3-7300  ,2,4 GHz,,51 W,Intel HD Graphics 630,Yes,0, 0,
 Intel Core i3-8300T  ,4,3.2 GHz,,35 W,Intel UHD Graphics 630,No,0, 0,
 Intel Core i9-7940X  ,14,3.1 GHz,4.4 GHz,165 W,None,Yes,0, 0,
 Intel Xeon E-2176G  ,6,3.7 GHz,4.7 GHz,80 W,Intel HD Graphics P630,Yes,0, 0,
 Intel Pentium Gold G6600  ,2,4.2 GHz,,58 W,Intel UHD Graphics 630,Yes,0, 0,
 Intel Core 2 Duo E6400  ,2,2.13 GHz,,65 W,None,No,4, 1,$89.95
 Intel Xeon E5-2665  ,8,2.4 GHz,3.1 GHz,115 W,None,Yes,0, 0,$149.94
 Intel Xeon E5-2609 V4  ,8,1.7 GHz,,85 W,None,No,0, 0,$312.00
 Intel Core 2 Duo E8300  ,2,2.83 GHz,,65 W,None,No,0, 0,$99.95
 Intel Core i5-750S  ,4,2.4 GHz,,82 W,None,No,0, 0,$125.00
 Intel Core i3-2125  ,2,3.3 GHz,,65 W,Intel HD Graphics 3000,Yes,0, 0,$152.00
 Intel Pentium G630T  ,2,2.3 GHz,,35 W,Intel HD Graphics,No,0, 0,$75.00
 Intel Pentium G870  ,2,3.1 GHz,,65 W,Intel HD Graphics,No,0, 0,$77.00
 Intel Pentium G2120  ,2,3.1 GHz,,55 W,Intel HD Graphics,No,4, 2,$52.00
 Intel Xeon E5-2603 V2  ,4,1.8 GHz,,80 W,None,No,0, 0,
 Intel Pentium G3460  ,2,3.5 GHz,,53 W,Intel HD Graphics,No,0, 0,$77.45
 Intel Pentium G3470  ,2,3.6 GHz,,53 W,Intel HD Graphics,No,5, 2,$153.10
 Intel Xeon E5-2603 V4  ,6,1.7 GHz,,85 W,None,No,0, 0,$449.95
 Intel Xeon E3-1225 V6  ,4,3.3 GHz,3.7 GHz,73 W,Intel HD Graphics P630,No,0, 0,$369.95
 AMD Athlon II X2 215  ,2,2.7 GHz,,65 W,None,No,0, 0,
 Intel Celeron 420  ,1,1.6 GHz,,35 W,None,No,0, 0,
 Intel Celeron 450  ,1,2.2 GHz,,35 W,None,No,0, 0,
 AMD Phenom II X2 550 Black  ,2,3.1 GHz,,80 W,None,No,5, 1,
 AMD Athlon II X4 620  ,4,2.6 GHz,,95 W,None,No,3, 1,
 AMD Phenom II X4 810  ,4,2.6 GHz,,95 W,None,No,5, 1,
 AMD Athlon II X2 235e  ,2,2.7 GHz,,45 W,None,No,3, 1,
 Intel Celeron E3300  ,2,2.5 GHz,,65 W,None,No,5, 1,
 Intel Core 2 Duo E8200  ,2,2.66 GHz,,65 W,None,No,0, 0,
 Intel Core i7-930  ,4,2.8 GHz,,130 W,None,Yes,0, 0,
 Intel Core 2 Quad Q9505  ,4,2.83 GHz,,95 W,None,No,4, 1,
 AMD FX-8100  ,8,2.8 GHz,,95 W,None,No,0, 0,
 Intel Core i5-2450P  ,4,3.2 GHz,,95 W,None,No,0, 0,
 AMD Athlon II X2 260  ,2,3.2 GHz,,65 W,None,No,0, 0,
 AMD FX-8150  ,8,3.6 GHz,,125 W,None,No,5, 3,
 AMD Athlon II X4 641  ,4,2.8 GHz,,100 W,None,No,0, 0,
 Intel Xeon E3-1230  ,4,3.2 GHz,,80 W,None,Yes,0, 0,
 Intel Xeon E3-1270  ,4,3.4 GHz,,80 W,None,Yes,0, 0,
 Intel Xeon E3-1275 V2  ,4,3.5 GHz,,77 W,Intel HD Graphics P4000,Yes,0, 0,
 Intel Pentium G2130  ,2,3.2 GHz,,55 W,Intel HD Graphics,No,0, 0,
 AMD A10-6790K  ,4,4 GHz,4.3 GHz,100 W,Radeon HD 8670D,No,5, 4,
 AMD A10-7800  ,4,3.5 GHz,3.9 GHz,65 W,Radeon R7 (on-die),No,0, 0,
 Intel Xeon E3-1276 V3  ,4,3.6 GHz,4 GHz,84 W,Intel HD Graphics P4600,Yes,0, 0,
 Intel Xeon E5-2687W  ,8,3.1 GHz,3.8 GHz,150 W,None,Yes,0, 0,
 Intel Xeon E5-2630L V2  ,6,2.4 GHz,,60 W,None,Yes,0, 0,
 AMD Athlon X4 860K  ,4,3.7 GHz,4 GHz,95 W,None,No,5, 3,
 AMD FX-8320E  ,8,3.2 GHz,4 GHz,95 W,None,No,0, 0,
 AMD Pro A4-7300B  ,2,3.8 GHz,4 GHz,65 W,Radeon HD 8470D,No,0, 0,
 Intel Xeon E5-2609 V3  ,6,1.9 GHz,,85 W,None,No,0, 0,
 Intel Xeon E5-2697 V3  ,14,2.6 GHz,3.6 GHz,145 W,None,Yes,0, 0,
 Intel Xeon E5-2685 V3  ,12,2.6 GHz,3.3 GHz,120 W,None,Yes,0, 0,
 AMD Phenom II X6 1065T  ,6,2.7 GHz,,95 W,None,No,0, 0,
 Intel Core i3-6300T  ,2,3.3 GHz,,35 W,Intel HD Graphics 530,Yes,0, 0,
 Intel Core i7-6700T  ,4,2.8 GHz,3.6 GHz,35 W,Intel HD Graphics 530,Yes,0, 0,
 Intel Pentium G4400T  ,2,2.9 GHz,,35 W,Intel HD Graphics 510,No,0, 0,
 Intel Pentium G4500T  ,2,3 GHz,,35 W,Intel HD Graphics 530,No,0, 0,
 AMD Athlon X4 845  ,4,3.5 GHz,3.8 GHz,65 W,None,No,0, 0,
 AMD A10-7860k  ,4,3.6 GHz,4 GHz,65 W,Radeon R7 (on-die),No,0, 0,
 Intel Core i3-7320  ,2,4.1 GHz,,51 W,Intel HD Graphics 630,Yes,0, 0,
 Intel Pentium G4560T  ,2,2.9 GHz,,35 W,Intel HD Graphics 610,Yes,0, 0,
 Intel Pentium G4600T  ,2,3 GHz,,35 W,Intel HD Graphics 630,Yes,0, 0,
 Intel Core i5-7400T  ,4,2.4 GHz,3 GHz,35 W,Intel HD Graphics 630,No,0, 0,
 Intel Xeon E5-2450V2  ,8,2.5 GHz,3.3 GHz,95 W,None,Yes,0, 0,
 Intel Pentium Gold G5500T  ,2,3.2 GHz,,35 W,Intel UHD Graphics 630,Yes,0, 0,
 Intel Core i9-9820X  ,10,3.3 GHz,4.1 GHz,165 W,None,Yes,0, 0,
 AMD Athlon 220GE  ,2,3.4 GHz,,35 W,Radeon Vega 3,Yes,0, 0,
 Intel Xeon E-2124G  ,4,3.4 GHz,4.5 GHz,71 W,Intel HD Graphics P630,No,0, 0,
 Intel Xeon E3-1235  ,4,3.2 GHz,,95 W,Intel HD Graphics,Yes,0, 0,$219.00
 Intel Celeron E3300  ,2,2.5 GHz,,65 W,None,No,0, 0,$64.79
 Intel Pentium E5300  ,2,2.6 GHz,,65 W,None,No,0, 0,$79.40
 Intel Pentium E5300  ,2,2.6 GHz,,65 W,None,No,0, 0,$79.40
 Intel Core 2 Duo E6750  ,2,2.66 GHz,,65 W,None,No,0, 0,$89.95
 Intel Core 2 Duo E7600  ,2,3.06 GHz,,65 W,None,No,0, 0,$98.95
 AMD A4-3400  ,2,2.7 GHz,,65 W,Radeon HD 6410D,No,0, 0,
 Intel Pentium G3450  ,2,3.4 GHz,,53 W,Intel HD Graphics,No,5, 1,
 Intel Core i5-4570S  ,4,2.9 GHz,,65 W,Intel HD Graphics 4600,No,0, 0,
 Intel Xeon E3-1220 V5  ,4,3 GHz,3.5 GHz,80 W,None,No,0, 0,$107.09
 Intel Core i5-7500T  ,4,2.7 GHz,3.3 GHz,35 W,Intel HD Graphics 630,No,0, 0,$195.15
 Intel Xeon E3-1220 V6  ,4,3 GHz,3.5 GHz,72 W,None,No,0, 0,$398.95
 Intel Xeon E3-1230 V6  ,4,3.5 GHz,3.9 GHz,72 W,None,Yes,0, 0,$449.95
 Intel Xeon E-2144G  ,4,3.6 GHz,4.5 GHz,71 W,Intel HD Graphics P630,Yes,0, 0,$806.00
 Intel Xeon E-2126G  ,6,3.3 GHz,4.5 GHz,80 W,Intel HD Graphics P630,No,0, 0,$832.00
 Intel Xeon E-2146G  ,6,3.5 GHz,4.5 GHz,80 W,Intel HD Graphics P630,Yes,0, 0,$949.69
 AMD Athlon II X3 425  ,3,2.7 GHz,,95 W,None,No,0, 0,
 AMD Phenom II X4 945  ,4,3 GHz,,125 W,None,No,4, 4,
 AMD Phenom II X6 1055T  ,6,2.8 GHz,,125 W,None,No,0, 0,
 AMD Phenom II X4 955 Black  ,4,3.2 GHz,,125 W,None,No,5, 2,
 Intel Celeron E1400  ,2,2 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Duo E4400  ,2,2 GHz,,65 W,None,No,0, 0,
 Intel Pentium E6600  ,2,3.06 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Duo E6750  ,2,2.66 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Duo E7300  ,2,2.66 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Duo E7500  ,2,2.93 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Duo E8400  ,2,3 GHz,,65 W,None,No,5, 1,
 Intel Core 2 Quad Q9450  ,4,2.66 GHz,,95 W,None,No,0, 0,
 Intel Core 2 Extreme QX9770  ,4,3.2 GHz,,136 W,None,No,0, 0,
 AMD Phenom II X2 565 Black  ,2,3.4 GHz,,80 W,None,No,0, 0,
 AMD Sempron 145  ,1,2.8 GHz,,45 W,None,No,4, 3,
 Intel Pentium E6700  ,2,3.2 GHz,,65 W,None,No,0, 0,
 AMD Phenom II X4 975  ,4,3.6 GHz,,125 W,None,No,5, 1,
 Intel Core i5-2405S  ,4,2.5 GHz,,65 W,Intel HD Graphics 3000,No,0, 0,
 AMD Athlon II X4 631  ,4,2.6 GHz,,100 W,None,No,0, 0,
 AMD A6-3650  ,4,2.6 GHz,,100 W,Radeon HD 6530D,No,0, 0,
 Intel Pentium G550  ,2,2.6 GHz,,65 W,Intel HD Graphics,No,4, 2,
 Intel Xeon E3-1225  ,4,3.1 GHz,,95 W,Intel HD Graphics,No,0, 0,
 Intel Xeon E5-2640 V2  ,8,2 GHz,2.5 GHz,95 W,None,Yes,0, 0,
 AMD 5150  ,4,1.6 GHz,,25 W,Radeon HD 8400,No,0, 0,
 AMD 5350  ,4,2.05 GHz,,25 W,Radeon HD 8400,No,0, 0,
 Intel Celeron G1850  ,2,2.9 GHz,,53 W,Intel HD Graphics,No,0, 0,
 AMD A10-6790K  ,4,4 GHz,4.3 GHz,100 W,Radeon HD 8670D,No,0, 0,
 AMD A10-6800B  ,4,4.1 GHz,4.4 GHz,100 W,Radeon HD 8670D,No,0, 0,
 AMD A10-7850K  ,4,3.7 GHz,4 GHz,95 W,Radeon R7 (on-die),No,0, 0,
 AMD A4-6320  ,2,3.8 GHz,4 GHz,65 W,Radeon HD 8370D,No,5, 1,
 AMD A6-7400K  ,2,3.5 GHz,3.9 GHz,65 W,Radeon R5 (on die),No,0, 0,
 Intel Celeron G470  ,1,2 GHz,,35 W,Intel HD Graphics,Yes,0, 0,
 AMD FX-4150  ,4,4 GHz,4.1 GHz,125 W,None,No,0, 0,
 AMD FX-6200  ,6,3.8 GHz,,125 W,None,No,0, 0,
 Intel Xeon E3-1230 V3  ,4,3.3 GHz,3.7 GHz,80 W,None,Yes,0, 0,
 AMD FX-8370E  ,8,3.3 GHz,4.3 GHz,95 W,None,No,0, 0,
 Intel Xeon E5-1620 V3  ,4,3.5 GHz,3.6 GHz,140 W,None,Yes,0, 0,
 Intel Pentium G3460  ,2,3.5 GHz,,53 W,Intel HD Graphics,No,0, 0,
 Intel Xeon E5-2637 V3  ,4,3.5 GHz,3.7 GHz,135 W,None,Yes,0, 0,
 Intel Xeon E5-2670 V3  ,12,2.3 GHz,3.1 GHz,120 W,None,Yes,0, 0,
 Intel Xeon E3-1270 V3  ,4,3.5 GHz,3.9 GHz,80 W,None,Yes,0, 0,
 AMD FX-8310  ,8,3.4 GHz,4.3 GHz,95 W,None,No,4, 1,
 Intel Core i5-5675C  ,4,3.1 GHz,3.6 GHz,65 W,Iris Pro Graphics 6200,No,0, 0,
 Intel Pentium G4500  ,2,3.5 GHz,,51 W,Intel HD Graphics 530,No,0, 0,
 Intel Xeon E3-1235L V5  ,4,2 GHz,3 GHz,25 W,Intel HD Graphics P530,No,0, 0,
 AMD A6-7470K  ,2,3.7 GHz,4 GHz,65 W,Radeon R5 (on die),No,0, 0,
 AMD A10-7890K  ,4,4.1 GHz,4.3 GHz,95 W,Radeon R7 (on-die),No,0, 0,
 AMD Athlon X4 880K  ,4,4 GHz,4.2 GHz,95 W,None,No,0, 0,
 Intel Celeron G3950  ,2,3 GHz,,51 W,Intel HD Graphics 610,No,0, 0,
 Intel Core i3-7100T  ,2,3.4 GHz,,35 W,Intel HD Graphics 630,Yes,0, 0,
 Intel Core i3-7300T  ,2,3.5 GHz,,35 W,Intel HD Graphics 630,Yes,0, 0,
 Intel Core i3-7300T  ,2,3.5 GHz,,35 W,Intel HD Graphics 630,Yes,0, 0,
 AMD A8-7650K  ,4,3.3 GHz,3.7 GHz,95 W,Radeon R7 (on-die),No,0, 0,
 Intel Core i7-870S  ,4,2.667 GHz,,82 W,None,Yes,0, 0,
 Intel Core i3-4360  ,2,3.7 GHz,,54 W,Intel HD Graphics 4600,Yes,0, 0,
 Intel Core i3-9320  ,4,3.7 GHz,4.4 GHz,62 W,None,No,0, 0,
 Intel Core i3-9320  ,4,3.7 GHz,4.4 GHz,62 W,None,No,0, 0,
 Intel Xeon E-2174G  ,4,3.8 GHz,4.7 GHz,71 W,Intel HD Graphics P630,Yes,0, 0,
 AMD Phenom II X4 960T Black  ,4,3 GHz,,95 W,None,No,4, 1,
 Intel Celeron G540  ,2,2.5 GHz,,65 W,Intel HD Graphics,No,4, 2,$69.98
 Intel Xeon E5-2603  ,4,1.8 GHz,,80 W,None,No,0, 0,$98.95
 Intel Pentium G3440  ,2,3.3 GHz,,53 W,Intel HD Graphics,No,0, 0,
 AMD Opteron 6320  ,8,2.8 GHz,3.3 GHz,115 W,None,No,0, 0,$246.96
 Intel Xeon E3-1240 V6  ,4,3.7 GHz,4.1 GHz,72 W,None,Yes,0, 0,$429.95
 Intel Xeon E3-1245 V6  ,4,3.7 GHz,4.1 GHz,73 W,Intel HD Graphics P630,Yes,0, 0,$449.95
 Intel Xeon E5-2620  ,6,2 GHz,,95 W,None,Yes,0, 0,$139.94
 Intel Xeon E-2244G  ,4,3.8 GHz,4.8 GHz,71 W,Intel HD Graphics P630,Yes,0, 0,
 AMD Athlon II X2 260  ,2,3.2 GHz,,65 W,None,No,0, 0,
