CPU Name,Core Count,Performance Core Clock,Boost Clock,TDP,Integrated Graphics,Sockets Supported,Raiting,Raiting Count,Price
 AMD Athlon II X3 440  ,3,3 GHz,,95 W,None,No,4, 1,
 AMD Athlon II X3 445  ,3,3.1 GHz,,95 W,None,No,0, 0,
 AMD Phenom II X2 550  ,2,3.1 GHz,,80 W,None,No,4, 2,
 AMD Phenom II X4 805  ,4,2.5 GHz,,95 W,None,No,0, 0,
 AMD Athlon II X3 400e  ,3,2.2 GHz,,45 W,None,No,0, 0,
 AMD Athlon II X4 600e  ,4,2.2 GHz,,45 W,None,No,0, 0,
 AMD Athlon II X4 605e  ,4,2.3 GHz,,45 W,None,No,0, 0,
 AMD Phenom II X3 720 Black  ,3,2.8 GHz,,95 W,None,No,0, 0,
 Intel Celeron E1200  ,2,1.6 GHz,,65 W,None,No,0, 0,
 Intel Celeron E1500  ,2,2.2 GHz,,65 W,None,No,0, 0,
 Intel Pentium E2140  ,2,1.6 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Duo E4500  ,2,2.2 GHz,,65 W,None,No,0, 0,
 Intel Pentium E6300  ,2,2.8 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Duo E6550  ,2,2.33 GHz,,65 W,None,No,5, 1,
 Intel Core 2 Duo E7400  ,2,2.8 GHz,,65 W,None,No,0, 0,
 Intel Core i7-940  ,4,2.93 GHz,,130 W,None,Yes,0, 0,
 Intel Core i7-965 Extreme Edition  ,4,3.2 GHz,,130 W,None,Yes,0, 0,
 Intel Core 2 Quad Q8200  ,4,2.33 GHz,,95 W,None,No,0, 0,
 Intel Core 2 Quad Q8400S  ,4,2.66 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Extreme QX9775  ,4,3.2 GHz,,150 W,None,No,0, 0,
 AMD Athlon II X2 255  ,2,3.1 GHz,,65 W,None,No,0, 0,
 AMD Athlon II X2 265  ,2,3.2 GHz,,65 W,None,No,0, 0,
 AMD Phenom II X4 840  ,4,3.2 GHz,,95 W,None,No,4, 3,
 AMD Phenom II X4 955  ,4,3.2 GHz,,125 W,None,No,0, 0,
 AMD Athlon II X3 460  ,3,3.4 GHz,,95 W,None,No,0, 0,
 AMD Sempron 130  ,1,2.6 GHz,,45 W,None,No,0, 0,
 Intel Pentium G860  ,2,3 GHz,,65 W,Intel HD Graphics,No,5, 7,
 AMD FX-8150  ,8,3.6 GHz,,125 W,None,No,0, 0,
 Intel Celeron G555  ,2,2.7 GHz,,65 W,Intel HD Graphics,No,0, 0,
 Intel Celeron G465  ,2,1.9 GHz,,35 W,Intel HD Graphics,No,0, 0,
 AMD A10-5700  ,4,3.4 GHz,,65 W,Radeon HD 7660D,No,5, 1,
 Intel Xeon E3-1280  ,4,3.5 GHz,,95 W,None,Yes,0, 0,
 AMD A6-6420K  ,2,4 GHz,4.2 GHz,65 W,Radeon HD 8000 Series,No,5, 1,
 AMD FX-4130  ,4,3.8 GHz,,125 W,None,No,4, 6,
 Intel Core i3-4360  ,2,3.7 GHz,,54 W,Intel HD Graphics 4600,Yes,5, 6,
 AMD Sempron 145  ,1,2.8 GHz,,45 W,None,No,0, 0,
 AMD Sempron 150  ,1,2.9 GHz,,45 W,None,No,0, 0,
 AMD A10-6800K  ,4,4.1 GHz,,100 W,Radeon HD 8670D,No,0, 0,
 AMD A4-6300  ,2,3.7 GHz,3.9 GHz,65 W,Radeon HD 8370D,No,0, 0,
 AMD A4-5300  ,2,3.4 GHz,,65 W,Radeon HD 7480D,No,0, 0,
 Intel Celeron G470  ,1,2 GHz,,35 W,Intel HD Graphics,Yes,0, 0,
 AMD FX-6350  ,6,3.9 GHz,,125 W,None,No,0, 0,
 AMD FX-8120  ,8,3.1 GHz,,125 W,None,No,0, 0,
 AMD Athlon II X2 221  ,2,2.8 GHz,,65 W,None,No,0, 0,
 AMD Athlon II X4 638  ,4,2.7 GHz,,65 W,None,No,0, 0,
 AMD E2-3200  ,2,2.4 GHz,,65 W,Radeon HD 6370D,No,0, 0,
 Intel Core i3-4360T  ,2,3.2 GHz,,35 W,Intel HD Graphics 4600,Yes,0, 0,
 Intel Core i3-4370  ,2,3.8 GHz,,54 W,Intel HD Graphics 4600,Yes,0, 0,
 Intel Xeon E5-1660 V2  ,6,3.7 GHz,4 GHz,130 W,None,Yes,0, 0,
 AMD A8-7600  ,4,3.1 GHz,3.8 GHz,65 W,Radeon R7 (on-die),No,0, 0,
 AMD Pro A6-7400B  ,2,3.5 GHz,3.9 GHz,65 W,Radeon R5 (on die),No,0, 0,
 AMD Athlon X2 450  ,2,3.5 GHz,3.9 GHz,65 W,None,No,0, 0,
 AMD Sempron X2 250  ,2,3.2 GHz,3.6 GHz,65 W,None,No,0, 0,
 Intel Pentium G3250T  ,2,2.8 GHz,,35 W,Intel HD Graphics,No,0, 0,
 Intel Xeon E5-2609 V3  ,6,1.9 GHz,,85 W,None,No,0, 0,
 Intel Xeon E5-2603 V3  ,6,1.6 GHz,,85 W,None,No,0, 0,
 Intel Xeon E5-2622 V3  ,8,2.4 GHz,,85 W,None,Yes,0, 0,
 Intel Xeon E3-1245 V3  ,4,3.4 GHz,3.8 GHz,84 W,Intel HD Graphics P4600,Yes,0, 0,
 AMD FX-8310  ,8,3.4 GHz,4.3 GHz,95 W,None,No,0, 0,
 Intel Xeon E5-2630 V2  ,6,2.6 GHz,3.1 GHz,80 W,None,Yes,0, 0,
 Intel Core i3-6320  ,2,3.9 GHz,,51 W,Intel HD Graphics 530,Yes,0, 0,
 Intel Core i3-6300  ,2,3.8 GHz,,51 W,Intel HD Graphics 530,Yes,4, 1,
 Intel Core i5-6600T  ,4,2.7 GHz,3.5 GHz,35 W,Intel HD Graphics 530,No,0, 0,
 Intel Pentium G4520  ,2,3.6 GHz,,51 W,Intel HD Graphics 530,No,0, 0,
 Intel Xeon E3-1225 V5  ,4,3.3 GHz,3.7 GHz,80 W,Intel HD Graphics P530,No,0, 0,
 Intel Xeon E3-1280 V5  ,4,3.7 GHz,4 GHz,80 W,None,Yes,0, 0,
 Intel Xeon E3-1270 V5  ,4,3.6 GHz,4 GHz,80 W,None,Yes,0, 0,
 Intel Xeon E3-1240 V5  ,4,3.5 GHz,3.9 GHz,80 W,None,Yes,0, 0,
 Intel Xeon E5-2658 V3  ,12,2.2 GHz,2.9 GHz,105 W,None,Yes,5, 1,
 AMD Athlon 5370  ,4,2.2 GHz,,25 W,Radeon R3 (on die),No,0, 0,
 Intel Celeron G3950  ,2,3 GHz,,51 W,Intel HD Graphics 610,No,0, 0,
 Intel Core i3-7101TE  ,2,3.4 GHz,,35 W,Intel HD Graphics 610,Yes,0, 0,
 Intel Core i5-7600T  ,4,2.8 GHz,3.7 GHz,35 W,Intel HD Graphics 630,No,0, 0,
 Intel Core i7-7820X  ,8,3.6 GHz,4.5 GHz,140 W,None,Yes,0, 0,
 Intel Core i7-7740X  ,4,4.3 GHz,4.5 GHz,112 W,None,Yes,0, 0,
 AMD A8-7670K  ,4,3.6 GHz,3.9 GHz,95 W,Radeon R7 (on-die),No,0, 0,
 Intel Xeon E5-2430V2  ,6,2.5 GHz,3 GHz,80 W,None,Yes,5, 1,
 Intel Xeon E3-1275 V6  ,4,3.8 GHz,4.2 GHz,73 W,Intel HD Graphics P630,Yes,0, 0,
 AMD Athlon X4 940  ,4,3.2 GHz,3.6 GHz,65 W,None,No,0, 0,
 Intel Core i7-870S  ,4,2.667 GHz,,82 W,None,Yes,0, 0,
 Intel Core i3-8300  ,4,3.7 GHz,,62 W,Intel UHD Graphics 630,No,0, 0,
 Intel Pentium Gold G5500  ,2,3.8 GHz,,54 W,Intel UHD Graphics 630,Yes,0, 0,
 Intel Pentium Gold G5600  ,2,3.9 GHz,,54 W,Intel UHD Graphics 630,Yes,0, 0,
 AMD Athlon 240GE  ,2,3.5 GHz,,35 W,Radeon Vega 3,Yes,5, 1,
 Intel Core i3-9300  ,4,3.7 GHz,4.3 GHz,62 W,Intel UHD Graphics 630,No,0, 0,
 Intel Core i3-9350K  ,4,4 GHz,4.6 GHz,91 W,Intel HD Graphics 630,No,0, 0,
 Intel Xeon E-2134  ,4,3.5 GHz,4.5 GHz,71 W,None,Yes,0, 0,
 Intel Xeon E-2274G  ,4,4 GHz,4.9 GHz,83 W,Intel HD Graphics P630,Yes,0, 0,
 Intel Xeon E-2124  ,4,3.3 GHz,4.3 GHz,71 W,None,No,0, 0,
 Intel Pentium G3240  ,2,3.1 GHz,,53 W,Intel HD Graphics,No,0, 0,
 Intel Pentium G3420  ,2,3.2 GHz,,54 W,Intel HD Graphics,No,0, 0,
 Intel Core 2 Duo E4600  ,2,2.4 GHz,,65 W,None,No,0, 0,$98.95
 Intel Pentium G3430  ,2,3.3 GHz,,54 W,Intel HD Graphics,No,0, 0,
 Intel Xeon E5-2660  ,8,2.2 GHz,3 GHz,95 W,None,Yes,0, 0,
 AMD Athlon II X2 245  ,2,2.9 GHz,,65 W,None,No,0, 0,
 AMD Athlon II X2 255  ,2,3.1 GHz,,65 W,None,No,0, 0,
 Intel Celeron 430  ,1,1.8 GHz,,35 W,None,No,0, 0,
 AMD Athlon II X3 440  ,3,3 GHz,,95 W,None,No,0, 0,
 AMD Phenom II X2 545  ,2,3 GHz,,80 W,None,No,0, 0,
 AMD Athlon II X4 630  ,4,2.8 GHz,,95 W,None,No,5, 1,
 AMD Athlon II X4 635  ,4,2.9 GHz,,95 W,None,No,0, 0,
 AMD Phenom II X3 720  ,3,2.8 GHz,,95 W,None,No,5, 1,
 AMD Phenom II X4 910  ,4,2.6 GHz,,95 W,None,No,4, 2,
 AMD Athlon II X2 260u  ,2,1.8 GHz,,25 W,None,No,0, 0,
 AMD Athlon II X3 405e  ,3,2.3 GHz,,45 W,None,No,0, 0,
 AMD Athlon II X4 610e  ,4,2.4 GHz,,45 W,None,No,0, 0,
 AMD Phenom II X3 705e  ,3,2.5 GHz,,65 W,None,No,0, 0,
 AMD Phenom II X4 940 Black  ,4,3 GHz,,125 W,None,No,0, 0,
 Intel Pentium E2140  ,2,1.6 GHz,,65 W,None,No,0, 0,
 Intel Pentium E2160  ,2,1.8 GHz,,65 W,None,No,0, 0,
 Intel Pentium E2160  ,2,1.8 GHz,,65 W,None,No,0, 0,
 Intel Pentium E2180  ,2,2 GHz,,65 W,None,No,0, 0,
 Intel Pentium E2180  ,2,2 GHz,,65 W,None,No,0, 0,
 Intel Celeron E3200  ,2,2.4 GHz,,65 W,None,No,0, 0,
 Intel Pentium E5500  ,2,2.8 GHz,,65 W,None,No,0, 0,
 Intel Pentium E6300  ,2,2.8 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Duo E6400  ,2,2.13 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Duo E6700  ,2,2.66 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Duo E6850  ,2,3 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Duo E8200  ,2,2.66 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Duo E8400  ,2,3 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Duo E8500  ,2,3.16 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Quad Q8200S  ,4,2.33 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Quad Q8300  ,4,2.5 GHz,,95 W,None,No,0, 0,
 Intel Core 2 Quad Q8300  ,4,2.5 GHz,,95 W,None,No,0, 0,
 Intel Core 2 Quad Q8400S  ,4,2.66 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Quad Q9400S  ,4,2.66 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Quad Q9550  ,4,2.83 GHz,,95 W,None,No,5, 2,
 Intel Core 2 Quad Q9550S  ,4,2.83 GHz,,65 W,None,No,4, 1,
 Intel Core 2 Quad Q9650  ,4,3 GHz,,95 W,None,No,0, 0,
 Intel Core 2 Extreme QX6800  ,4,2.93 GHz,,100 W,None,No,0, 0,
 Intel Core 2 Extreme QX6800  ,4,2.93 GHz,,100 W,None,No,0, 0,
 Intel Core 2 Extreme QX9775  ,4,3.2 GHz,,150 W,None,No,0, 0,
 AMD Athlon II X4 630  ,4,2.8 GHz,,95 W,None,No,0, 0,
 AMD Athlon II X3 455  ,3,3.3 GHz,,95 W,None,No,4, 1,
 AMD Phenom II X2 560 Black  ,2,3.3 GHz,,80 W,None,No,0, 0,
 AMD Phenom II X4 955  ,4,3.2 GHz,,125 W,None,No,0, 0,
 AMD Athlon II X2 245  ,2,2.9 GHz,,65 W,None,No,0, 0,
 AMD Athlon II X2 245  ,2,2.9 GHz,,65 W,None,No,0, 0,
 AMD Athlon II X4 630  ,4,2.8 GHz,,95 W,None,No,0, 0,
 AMD Athlon II X3 440  ,3,3 GHz,,95 W,None,No,5, 1,
 AMD A8-3850  ,4,2.9 GHz,,100 W,Radeon HD 6550D,No,0, 0,
 AMD Phenom II X4 970  ,4,3.5 GHz,,125 W,None,No,0, 0,
 AMD Phenom II X4 980 Black  ,4,3.7 GHz,,125 W,None,No,0, 0,
 AMD Phenom II X6 1100T Black  ,6,3.3 GHz,,125 W,None,No,0, 0,
 AMD Athlon II X2 250  ,2,3 GHz,,65 W,None,No,0, 0,
 Intel Celeron G1630  ,2,2.8 GHz,,55 W,Intel HD Graphics,No,0, 0,
 Intel Celeron G1830  ,2,2.8 GHz,,53 W,Intel HD Graphics,No,0, 0,
 Intel Xeon E5-2640  ,6,2.5 GHz,3 GHz,95 W,None,Yes,0, 0,
 Intel Xeon E5-2609 V2  ,4,2.5 GHz,,80 W,None,No,0, 0,
 Intel Pentium G3258  ,2,3.2 GHz,,53 W,Intel HD Graphics,No,0, 0,
 AMD Sempron X2 198  ,2,2.5 GHz,,65 W,None,No,0, 0,
 AMD Sempron X2 190  ,2,2.5 GHz,,45 W,None,No,0, 0,
 AMD A10-6790B  ,4,4 GHz,,100 W,Radeon HD 8670D,No,0, 0,
 AMD A4-6320  ,2,3.8 GHz,4 GHz,65 W,Radeon HD 8370D,No,0, 0,
 AMD A4-3300  ,2,2.5 GHz,,65 W,Radeon HD 6410D,No,0, 0,
 AMD A4-4020  ,2,3.2 GHz,3.4 GHz,65 W,Radeon HD 7480D,No,0, 0,
 AMD A4-3450  ,2,2.9 GHz,,65 W,None,No,0, 0,
 AMD FX-4200  ,4,3.3 GHz,,125 W,None,No,4, 2,
 AMD Athlon II X4 651  ,4,3 GHz,,100 W,None,No,0, 0,
 AMD Athlon II X4 638  ,4,2.7 GHz,,65 W,None,No,0, 0,
 Intel Core i3-4160T  ,2,3.1 GHz,,35 W,Intel HD Graphics 4400,Yes,0, 0,
 Intel Xeon E5-2630  ,6,2.3 GHz,,95 W,None,Yes,0, 0,
 Intel Xeon E5-2637 V2  ,4,3.5 GHz,3.8 GHz,130 W,None,Yes,0, 0,
 AMD Athlon X4 530  ,4,2 GHz,,25 W,None,No,0, 0,
 AMD Athlon X4 550  ,4,2.2 GHz,,25 W,None,No,0, 0,
 AMD Athlon X2 350  ,2,3.5 GHz,3.9 GHz,65 W,None,No,0, 0,
 AMD Phenom II X4 B99  ,4,3.3 GHz,,95 W,None,No,0, 0,
 Intel Pentium G3250  ,2,3.2 GHz,,53 W,Intel HD Graphics,No,0, 0,
 Intel Pentium G3250  ,2,3.2 GHz,,53 W,Intel HD Graphics,No,0, 0,
 Intel Pentium G3450  ,2,3.4 GHz,,53 W,Intel HD Graphics,No,0, 0,
 Intel Xeon E5-2650 V3  ,10,2.3 GHz,3 GHz,105 W,None,Yes,0, 0,
 Intel Xeon E5-2687W V3  ,10,3.1 GHz,3.5 GHz,160 W,None,Yes,0, 0,
 Intel Xeon E5-2609  ,4,2.4 GHz,,80 W,None,No,0, 0,
 AMD Phenom II X6 1065T  ,6,2.7 GHz,,95 W,None,No,0, 0,
 Intel Xeon E5-2603 V2  ,4,1.8 GHz,,80 W,None,No,0, 0,
 Intel Core i5-4570S  ,4,2.9 GHz,,65 W,Intel HD Graphics 4600,No,0, 0,
 AMD A10-7870K  ,4,3.9 GHz,4.1 GHz,95 W,Radeon R7 (on-die),No,0, 0,
 Intel Pentium G3470  ,2,3.6 GHz,,53 W,Intel HD Graphics,No,0, 0,
 AMD A8-7670K  ,4,3.6 GHz,3.9 GHz,95 W,Radeon R7 (on-die),No,0, 0,
 AMD A8-7670K  ,4,3.6 GHz,3.9 GHz,95 W,Radeon R7 (on-die),No,0, 0,
 AMD Opteron 6328  ,8,3.2 GHz,3.8 GHz,115 W,None,No,0, 0,$499.99
 AMD Opteron 6344  ,12,2.6 GHz,3.2 GHz,115 W,None,No,0, 0,
 Intel Pentium G3260  ,2,3.3 GHz,,53 W,Intel HD Graphics,No,0, 0,
 Intel Pentium G4620  ,2,3.7 GHz,,51 W,Intel HD Graphics 630,Yes,5, 6,
 Intel Core i9-7900X  ,10,3.3 GHz,4.5 GHz,140 W,None,Yes,0, 0,
 Intel Xeon E5-2440V2  ,8,1.9 GHz,2.4 GHz,95 W,None,Yes,0, 0,
 AMD Athlon X4 970  ,4,3.8 GHz,4 GHz,65 W,None,No,0, 0,
 AMD A6-9550  ,2,3.8 GHz,4 GHz,65 W,Radeon R5 (on die),No,0, 0,
 AMD A6-9550  ,2,3.8 GHz,4 GHz,65 W,Radeon R5 (on die),No,0, 0,
 AMD Athlon X4 940  ,4,3.2 GHz,3.6 GHz,65 W,None,No,0, 0,
 Intel Celeron G4920  ,2,3.2 GHz,,65 W,Intel UHD Graphics 610,No,0, 0,
 Intel Xeon E5-2665  ,8,2.4 GHz,3.1 GHz,115 W,None,Yes,0, 0,
 Intel Xeon E-2176G  ,6,3.7 GHz,4.7 GHz,80 W,Intel HD Graphics P630,Yes,0, 0,
 Intel Xeon E-2124G  ,4,3.4 GHz,4.5 GHz,71 W,Intel HD Graphics P630,No,0, 0,
 AMD Athlon II X2 240  ,2,2.8 GHz,,65 W,None,No,5, 1,
 AMD Athlon II X3 435  ,3,2.9 GHz,,95 W,None,No,0, 0,
 AMD Athlon II X4 635  ,4,2.9 GHz,,95 W,None,No,0, 0,
 AMD Phenom II X3 710  ,3,2.6 GHz,,95 W,None,No,0, 0,
 AMD Phenom II X4 925  ,4,2.8 GHz,,95 W,None,No,0, 0,
 AMD Phenom II X4 945  ,4,3 GHz,,125 W,None,No,4, 1,
 AMD Athlon II X2 245e  ,2,2.9 GHz,,45 W,None,No,0, 0,
 AMD Athlon II X3 405e  ,3,2.3 GHz,,45 W,None,No,0, 0,
 AMD Athlon II X3 415e  ,3,2.5 GHz,,45 W,None,No,0, 0,
 AMD Phenom II X3 740 Black  ,3,3 GHz,,95 W,None,No,5, 1,
 AMD Phenom II X4 905e  ,4,2.5 GHz,,65 W,None,No,0, 0,
 AMD Phenom II X4 910e  ,4,2.6 GHz,,65 W,None,No,0, 0,
 AMD Phenom II X4 965 Black ,4,3.4 GHz,,140 W,None,No,0, 0,
 Intel Celeron E1500  ,2,2.2 GHz,,65 W,None,No,0, 0,
 Intel Celeron E1600  ,2,2.4 GHz,,65 W,None,No,0, 0,
 Intel Pentium E2200  ,2,2.2 GHz,,65 W,None,No,0, 0,
 Intel Pentium E5400  ,2,2.7 GHz,,65 W,None,No,0, 0,
 Intel Pentium E5400  ,2,2.7 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Duo E6420  ,2,2.13 GHz,,65 W,None,No,0, 0,
 Intel Pentium E6500  ,2,2.93 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Duo E6540  ,2,2.33 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Duo E6550  ,2,2.33 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Duo E6700  ,2,2.66 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Duo E7200  ,2,2.53 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Duo E7400  ,2,2.8 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Duo E7500  ,2,2.93 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Duo E8190  ,2,2.66 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Duo E8200  ,2,2.66 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Duo E8500  ,2,3.16 GHz,,65 W,None,No,0, 0,
 Intel Core i5-750S  ,4,2.4 GHz,,82 W,None,No,0, 0,
 Intel Core i7-860S  ,4,2.53 GHz,,82 W,None,Yes,0, 0,
 Intel Core 2 Quad Q6700  ,4,2.66 GHz,,100 W,None,No,0, 0,
 Intel Core 2 Quad Q8200  ,4,2.33 GHz,,95 W,None,No,0, 0,
 Intel Core 2 Quad Q8200S  ,4,2.33 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Quad Q9400S  ,4,2.66 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Quad Q9505S  ,4,2.83 GHz,,65 W,None,No,0, 0,
 Intel Core 2 Extreme QX6700  ,4,2.66 GHz,,100 W,None,No,0, 0,
 Intel Core 2 Extreme QX6800  ,4,2.93 GHz,,100 W,None,No,0, 0,
 Intel Core 2 Extreme QX6850  ,4,3 GHz,,130 W,None,No,0, 0,
 Intel Core 2 Extreme QX9650  ,4,3 GHz,,130 W,None,No,0, 0,
 Intel Core 2 Extreme QX9775  ,4,3.2 GHz,,150 W,None,No,0, 0,
 AMD Athlon II X4 610e  ,4,2.4 GHz,,45 W,None,No,0, 0,
 AMD Phenom II X3 715 Black  ,3,2.8 GHz,,95 W,None,No,0, 0,
 AMD Athlon II X3 425  ,3,2.7 GHz,,95 W,None,No,0, 0,
 AMD Phenom II X2 545  ,2,3 GHz,,80 W,None,No,5, 1,
 AMD Phenom II X4 925  ,4,2.8 GHz,,95 W,None,No,0, 0,
 AMD Sempron 130  ,1,2.6 GHz,,45 W,None,No,0, 0,
 AMD Athlon II X4 645  ,4,3.1 GHz,,95 W,None,No,5, 2,
 AMD A6-6420K  ,2,4 GHz,4.2 GHz,65 W,Radeon HD 8000 Series,No,0, 0,
 AMD A4-4020  ,2,3.2 GHz,3.4 GHz,65 W,Radeon HD 7480D,No,0, 0,
 AMD Sempron X2 198  ,2,2.5 GHz,,65 W,None,No,0, 0,
 AMD A10-6700T  ,4,2.5 GHz,3.5 GHz,45 W,Radeon HD 8650D,No,0, 0,
 AMD A4-3300  ,2,2.5 GHz,,65 W,Radeon HD 6410D,No,0, 0,
 AMD A4-3400  ,2,2.7 GHz,,65 W,Radeon HD 6410D,No,0, 0,
 AMD A4-3400  ,2,2.7 GHz,,65 W,Radeon HD 6410D,No,0, 0,
 AMD A4-4000  ,2,3 GHz,,65 W,Radeon HD 7480D,No,0, 0,
 AMD A4-3420  ,2,2.8 GHz,,65 W,Radeon HD 6410D,No,0, 0,
 AMD FX-4170  ,4,4.2 GHz,,125 W,None,No,0, 0,
 AMD FX-4320  ,4,4 GHz,4.2 GHz,95 W,None,No,0, 0,
 AMD FX-6130  ,6,3.6 GHz,3.9 GHz,125 W,None,No,0, 0,
 AMD FX-8140  ,8,3.2 GHz,4.1 GHz,95 W,None,No,0, 0,
 AMD Athlon II X2 221  ,2,2.8 GHz,,65 W,None,No,0, 0,
 AMD Athlon II X4 651  ,4,3 GHz,,100 W,None,No,4, 1,
 AMD Athlon X2 370K  ,2,4.2 GHz,,65 W,None,No,0, 0,
 Intel Core i5-7640X  ,4,4 GHz,4.2 GHz,112 W,None,No,0, 0,
