Name,Socket,Form Factor,Max Memory,Memory Slots,Rating,Rating Count,Price
 ASRock B650M-H/M.2+  ,AM5,Micro ATX,96 GB,2,5, 1,109.99
 Asus ROG MAXIMUS Z790 APEX ENCORE  ,LGA1700,ATX,96 GB,2,0, 0,649.99
 Asus ROG STRIX Z690-A GAMING WIFI D4  ,LGA1700,ATX,128 GB,4,5, 26,416.49
 Gigabyte B760M D3H  ,LGA1700,Micro ATX,192 GB,4,0, 0,144.99
 ASRock B760M PG Riptide  ,LGA1700,Micro ATX,192 GB,4,4, 3,129.99
 Gigabyte Z790 D AC  ,LGA1700,ATX,192 GB,4,0, 0,169.99
 MSI MEG X670E ACE  ,AM5,EATX,192 GB,4,4, 4,681.97
 Gigabyte Z790 AORUS MASTER X  ,LGA1700,EATX,192 GB,4,0, 0,449.99
 ASRock Z790 Nova WiFi  ,LGA1700,ATX,192 GB,4,5, 2,329.99
 Asus PRIME B450M-K II  ,AM4,Micro ATX,64 GB,2,0, 0,102.94
 Gigabyte B450 AORUS ELITE V2  ,AM4,ATX,128 GB,4,5, 10,124.39
 Gigabyte B650M D3HP AX  ,AM5,Micro ATX,192 GB,4,5, 1,189.78
 MSI MAG B550M MORTAR MAX WIFI  ,AM4,Micro ATX,128 GB,4,0, 0,159.99
 MSI PRO B650M-B  ,AM5,Micro ATX,96 GB,2,0, 0,135.16
 Asus PRIME Z390-A  ,LGA1151,ATX,128 GB,4,5, 65,322.16
 ASRock B550M Phantom Gaming 4  ,AM4,Micro ATX,128 GB,4,4, 3,111.17
 ASRock Z790M-ITX WIFI  ,LGA1700,Mini ITX,96 GB,2,4, 5,229.99
 ASRock B650E PG-ITX WIFI  ,AM5,Mini ITX,96 GB,2,4, 6,289.99
 ASRock Z790 Riptide WiFi  ,LGA1700,ATX,192 GB,4,0, 0,229.99
 Gigabyte Z390 AORUS PRO WIFI  ,LGA1151,ATX,128 GB,4,5, 56,398.0
 MSI Z790 GAMING PLUS WIFI  ,LGA1700,ATX,192 GB,4,0, 0,219.99
 Asus PRIME B450-PLUS  ,AM4,ATX,64 GB,4,4, 17,131.54
 ASRock B760M PG Lightning  ,LGA1700,Micro ATX,192 GB,4,0, 0,115.98
 ASRock X670E Taichi  ,AM5,EATX,192 GB,4,4, 4,499.99
 Asus TUF GAMING B450-PLUS II  ,AM4,ATX,128 GB,4,5, 2,165.73
 MSI Z490-A PRO  ,LGA1200,ATX,128 GB,4,5, 29,328.88
 Asus ROG STRIX B760-F GAMING WIFI  ,LGA1700,ATX,192 GB,4,0, 0,247.94
 Asus PRIME Z790M-PLUS  ,LGA1700,Micro ATX,192 GB,4,4, 1,196.99
 Asus ROG STRIX Z590-E GAMING WIFI  ,LGA1200,ATX,128 GB,4,4, 13,334.63
 MSI MAG B660 TOMAHAWK WIFI DDR4  ,LGA1700,ATX,128 GB,4,5, 24,235.49
 Gigabyte H610M S2H  ,LGA1700,Micro ATX,64 GB,2,0, 0,89.99
 Gigabyte Z790 AORUS XTREME X  ,LGA1700,EATX,192 GB,4,0, 0,999.99
 MSI PRO B760M-A WIFI  ,LGA1700,Micro ATX,192 GB,4,4, 2,169.99
 Asus PRIME B650M-A WIFI II  ,AM5,Micro ATX,192 GB,4,0, 0,227.83
 Gigabyte A520 AORUS ELITE  ,AM4,ATX,128 GB,4,5, 1,120.91
 MSI MEG Z790 GODLIKE  ,LGA1700,EATX,192 GB,4,0, 0,1143.96
 Asus ROG STRIX X570-E GAMING WIFI II  ,AM4,ATX,128 GB,4,4, 8,559.41
 Asus PRIME Z790-P WIFI D4  ,LGA1700,ATX,128 GB,4,4, 4,212.99
 Asus TUF GAMING B550-PLUS  ,AM4,ATX,128 GB,4,5, 25,176.82
 ASRock Z690 Phantom Gaming-ITX/TB4  ,LGA1700,Mini ITX,96 GB,2,5, 2,189.99
 MSI MEG Z690 ACE  ,LGA1700,EATX,192 GB,4,5, 3,249.95
 NZXT N7 B550  ,AM4,ATX,128 GB,4,5, 13,323.98
 MSI MEG Z790 ACE MAX  ,LGA1700,EATX,192 GB,4,0, 0,699.99
 Asus PRIME A520M-A II/CSM  ,AM4,Micro ATX,128 GB,4,4, 2,95.06
 ASRock B450 Steel Legend  ,AM4,ATX,64 GB,4,5, 38,125.38
 Gigabyte B760 DS3H AC DDR4  ,LGA1700,ATX,128 GB,4,0, 0,139.99
 ASRock B760 Pro RS  ,LGA1700,ATX,192 GB,4,0, 0,149.99
 Gigabyte B760I AORUS PRO DDR4  ,LGA1700,Mini ITX,64 GB,2,0, 0,189.99
 Asus PRIME B760M-A WIFI D4  ,LGA1700,Micro ATX,128 GB,4,0, 0,190.14
 ASRock B650 PRO RS  ,AM5,ATX,192 GB,4,4, 5,229.0
 Asus PRIME B550M-K  ,AM4,Micro ATX,128 GB,4,3, 1,119.5
 MSI MAG Z790 TOMAHAWK WIFI DDR4  ,LGA1700,ATX,128 GB,4,5, 4,279.0
 Gigabyte H610M S2H V2 DDR4  ,LGA1700,Micro ATX,64 GB,2,0, 0,89.99
 ASRock X570 Phantom Gaming 4  ,AM4,ATX,128 GB,4,4, 24,159.0
 Asus H110M-K  ,LGA1151,Micro ATX,32 GB,2,4, 6,185.23
 ASRock Z790 PG LIGHTNING  ,LGA1700,ATX,192 GB,4,5, 4,209.99
 MSI MPG Z790 CARBON WIFI II  ,LGA1700,ATX,192 GB,4,0, 0,479.99
 Asus TUF GAMING B760M-PLUS WIFI D4  ,LGA1700,Micro ATX,128 GB,4,5, 4,179.99
 ASRock Z790 PRO RS WIFI  ,LGA1700,ATX,192 GB,4,4, 5,189.99
 Gigabyte Z790I AORUS ULTRA  ,LGA1700,Mini ITX,96 GB,2,5, 3,289.99
 ASRock H370M-HDV  ,LGA1151,Micro ATX,64 GB,2,5, 1,74.98
 ASRock Z790 Pro RS  ,LGA1700,ATX,192 GB,4,4, 2,169.99
 ASRock B650E Taichi Lite  ,AM5,EATX,192 GB,4,5, 3,279.99
 MSI PRO B760M-P  ,LGA1700,Micro ATX,192 GB,4,0, 0,142.98
 ASRock H610M-HDV/M.2+ D5  ,LGA1700,Micro ATX,96 GB,2,0, 0,100.6
 Asus ROG STRIX B550-F GAMING ,AM4,ATX,128 GB,4,5, 112,389.99
 MSI MPG X570 GAMING EDGE WIFI  ,AM4,ATX,128 GB,4,4, 90,349.0
 Gigabyte Z690 AORUS ELITE AX DDR4  ,LGA1700,ATX,128 GB,4,4, 7,207.0
 Asus PRIME A520M-K  ,AM4,Micro ATX,64 GB,2,0, 0,89.99
 Gigabyte B450M DS3H V2  ,AM4,Micro ATX,128 GB,4,4, 9,141.55
 Gigabyte GA-H270N-WIFI  ,LGA1151,Mini ITX,32 GB,2,5, 9,196.0
 Gigabyte B450 AORUS PRO WIFI ,AM4,ATX,64 GB,4,4, 85,237.26
 ASRock B760M-ITX/D4 WiFi  ,LGA1700,Mini ITX,64 GB,2,0, 0,148.99
 ASRock Z690 Phantom Gaming 4/D5  ,LGA1700,ATX,192 GB,4,0, 0,129.99
 MSI MPG Z490 GAMING EDGE WIFI  ,LGA1200,ATX,128 GB,4,5, 40,378.39
 Asus ROG CROSSHAIR X670E GENE  ,AM5,Micro ATX,96 GB,2,5, 4,584.42
 Asus ROG MAXIMUS Z690 EXTREME  ,LGA1700,EATX,192 GB,4,4, 2,1099.99
 MSI MPG B760M EDGE TI WIFI  ,LGA1700,Micro ATX,192 GB,4,0, 0,229.99
 Gigabyte H510M S2H V3  ,LGA1200,Micro ATX,64 GB,2,0, 0,90.83
 ASRock X570 Phantom Gaming 4S  ,AM4,ATX,128 GB,4,5, 4,4175.55
 Asus ROG STRIX Z790-A GAMING WIFI  ,LGA1700,ATX,192 GB,4,4, 5,314.99
 Gigabyte B760M DS3H AX DDR4  ,LGA1700,Micro ATX,128 GB,4,4, 2,154.44
 ASRock B450 Pro4 R2.0  ,AM4,ATX,128 GB,4,5, 4,119.99
 ASRock H610M-ITX/ac  ,LGA1700,Mini ITX,64 GB,2,5, 1,147.94
 ASRock X670E Pro RS  ,AM5,ATX,192 GB,4,4, 5,249.99
 Asus PRIME B450M-A  ,AM4,Micro ATX,64 GB,4,4, 12,207.5
 Asus ROG STRIX Z390-E GAMING  ,LGA1151,ATX,128 GB,4,5, 69,389.99
 ASRock B650M PG RIPTIDE  ,AM5,Micro ATX,192 GB,4,4, 6,169.99
 ASRock B760M PG SONIC WiFi  ,LGA1700,Micro ATX,192 GB,4,5, 4,149.99
 Gigabyte Z790 AERO G  ,LGA1700,ATX,192 GB,4,5, 1,259.99
 Gigabyte B650 Gaming X  ,AM5,ATX,192 GB,4,0, 0,225.12
 ASRock Z690 Pro RS  ,LGA1700,ATX,128 GB,4,4, 4,122.98
 ASRock X570 Steel Legend WiFi ax  ,AM4,ATX,128 GB,4,4, 7,149.99
 Asus PRIME H610I-PLUS D4-CSM  ,LGA1700,Mini ITX,64 GB,2,2, 1,112.99
 Gigabyte B650E AORUS ELITE X AX ICE  ,AM5,ATX,192 GB,4,0, 0,279.99
 ASRock B650E STEEL LEGEND WIFI  ,AM5,ATX,192 GB,4,5, 2,199.99
 MSI MPG X570 GAMING PLUS  ,AM4,ATX,128 GB,4,4, 31,349.99
 Asus TUF GAMING B660-PLUS WIFI D4  ,LGA1700,ATX,128 GB,4,5, 4,215.79
 Asus ROG STRIX B660-A GAMING WIFI D4  ,LGA1700,ATX,128 GB,4,4, 11,219.99
 ASRock H670M-ITX/ax  ,LGA1700,Mini ITX,64 GB,2,5, 12,166.99
 ASRock A620M-HDV/M.2  ,AM5,Micro ATX,96 GB,2,0, 0,99.99
 Gigabyte Z790 UD AX  ,LGA1700,ATX,192 GB,4,4, 3,209.29
 Asus PRIME X570-PRO  ,AM4,ATX,128 GB,4,4, 51,459.0
 MSI MEG Z690 UNIFY  ,LGA1700,ATX,192 GB,4,0, 0,263.64
 Asus TUF GAMING B550M-PLUS  ,AM4,Micro ATX,128 GB,4,5, 11,161.3
 ASRock Z790 Lightning WiFi  ,LGA1700,ATX,192 GB,4,0, 0,199.99
 Asus PRIME H610M-K D4  ,LGA1700,Micro ATX,64 GB,2,4, 1,110.83
 Gigabyte Z790 AORUS MASTER  ,LGA1700,EATX,192 GB,4,5, 6,429.99
 Asus ROG STRIX B550-I GAMING  ,AM4,Mini ITX,64 GB,2,4, 69,489.0
 Asus TUF GAMING B760-PLUS WIFI D4  ,LGA1700,ATX,192 GB,4,0, 0,189.99
 Asus PRIME H510M-E  ,LGA1200,Micro ATX,64 GB,2,4, 2,127.88
 Asus TUF GAMING Z690-PLUS WIFI D4  ,LGA1700,ATX,128 GB,4,5, 28,319.88
 Asus TUF GAMING B650M-E WIFI  ,AM5,Micro ATX,128 GB,4,4, 2,230.88
 Gigabyte B650 AORUS PRO AX  ,AM5,ATX,192 GB,4,5, 4,363.14
 Gigabyte B650E AORUS MASTER  ,AM5,ATX,128 GB,4,3, 2,495.36
 Gigabyte H510M H V2  ,LGA1200,Micro ATX,64 GB,2,0, 0,88.62
 Asus PRIME B650M-A AX II  ,AM5,Micro ATX,192 GB,4,0, 0,179.99
 Asus TUF GAMING X670E-PLUS  ,AM5,ATX,192 GB,4,0, 0,358.42
 Gigabyte B760 GAMING X DDR4  ,LGA1700,ATX,128 GB,4,4, 1,186.49
 ASRock Z690M Phantom Gaming 4  ,LGA1700,Micro ATX,128 GB,4,0, 0,99.99
 Gigabyte B650 AERO G  ,AM5,ATX,192 GB,4,5, 3,239.99
 Gigabyte Z690 AERO G DDR4  ,LGA1700,ATX,128 GB,4,4, 5,193.98
 Asus PROART B650-CREATOR  ,AM5,ATX,128 GB,4,0, 0,260.99
 Asus PRIME Z790M-PLUS D4  ,LGA1700,Micro ATX,128 GB,4,5, 1,169.99
 MSI PRO Z690-A DDR4  ,LGA1700,ATX,128 GB,4,4, 17,209.99
 MSI MAG B550M MORTAR WIFI  ,AM4,Micro ATX,128 GB,4,5, 51,289.8
 Asus ROG Strix X570-I Gaming  ,AM4,Mini ITX,64 GB,2,4, 67,518.99
 Gigabyte Z790 AORUS PRO X WIFI7  ,LGA1700,ATX,192 GB,4,0, 0,349.99
 Asus TUF Gaming Z590-PLUS WIFI  ,LGA1200,ATX,128 GB,4,5, 6,305.0
 Gigabyte B450 AORUS M  ,AM4,Micro ATX,64 GB,4,5, 50,153.9
 ASRock Z790 Steel Legend WiFi  ,LGA1700,ATX,192 GB,4,5, 3,229.99
 MSI MPG B550 GAMING EDGE WIFI  ,AM4,ATX,128 GB,4,5, 75,299.99
 MSI MEG Z790 ACE  ,LGA1700,EATX,192 GB,4,5, 3,529.99
 Gigabyte Z390 UD  ,LGA1151,ATX,128 GB,4,4, 7,229.99
 ASRock X570 Phantom Gaming 4 WiFi ax  ,AM4,ATX,128 GB,4,3, 1,129.99
 Asus PRIME B760-PLUS D4  ,LGA1700,ATX,128 GB,4,4, 1,227.45
 MSI B560M PRO-E  ,LGA1200,Micro ATX,64 GB,2,4, 3,129.94
 Asus ROG Strix X570-E Gaming  ,AM4,ATX,128 GB,4,5, 80,609.0
 MSI MPG Z390 GAMING EDGE AC  ,LGA1151,ATX,128 GB,4,5, 37,399.99
 Asus ROG STRIX Z490-E GAMING  ,LGA1200,ATX,128 GB,4,5, 39,349.99
 Gigabyte B760M GAMING X AX DDR4  ,LGA1700,Micro ATX,128 GB,4,5, 3,193.04
 Asus PRIME B550M-A AC  ,AM4,Micro ATX,128 GB,4,4, 1,127.0
 Asus PRIME B550M-A/CSM  ,AM4,Micro ATX,128 GB,4,5, 3,109.99
 ASRock B560M-HDV  ,LGA1200,Micro ATX,64 GB,2,4, 3,129.9
 Asus Z170-A  ,LGA1151,ATX,64 GB,4,4, 109,331.49
 Asus TUF GAMING X570-PLUS  ,AM4,ATX,128 GB,4,4, 25,309.99
 MSI X470 GAMING PLUS MAX  ,AM4,ATX,64 GB,4,5, 14,199.99
 MSI MAG Z690 TOMAHAWK WIFI  ,LGA1700,ATX,192 GB,4,5, 8,255.0
 Asus PRIME B660M-A AC D4  ,LGA1700,Micro ATX,128 GB,4,0, 0,149.99
 Asus Prime Z590-P WiFi  ,LGA1200,ATX,128 GB,4,5, 2,289.99
 ASRock B365M Pro4  ,LGA1151,Micro ATX,64 GB,4,5, 15,169.99
 MSI MPG Z690 CARBON WIFI  ,LGA1700,ATX,192 GB,4,5, 4,440.0
 Gigabyte Z690 GAMING X DDR4  ,LGA1700,ATX,128 GB,4,5, 14,309.0
 Asus TUF GAMING B450M-PLUS II  ,AM4,Micro ATX,128 GB,4,4, 4,153.64
 Asus PRIME B660M-K D4  ,LGA1700,Micro ATX,64 GB,2,0, 0,127.62
 ASRock B450 Pro4  ,AM4,ATX,64 GB,4,4, 36,155.0
 Gigabyte B650 UD AC  ,AM5,ATX,192 GB,4,0, 0,166.98
 ASRock Z790 PG-ITX/TB4  ,LGA1700,Mini ITX,96 GB,2,5, 2,380.86
 Gigabyte A520M H  ,AM4,Micro ATX,64 GB,2,4, 1,86.8
 Gigabyte X570 AORUS ELITE WIFI  ,AM4,ATX,128 GB,4,4, 62,120.0
 Gigabyte Z790 AORUS ELITE AX DDR4  ,LGA1700,ATX,128 GB,4,4, 2,209.99
 ASRock B760 Pro RS WiFi  ,LGA1700,ATX,192 GB,4,0, 0,220.3
 ASRock H610M-HDV  ,LGA1700,Micro ATX,64 GB,2,4, 2,89.76
 ASRock X570S PG Riptide  ,AM4,ATX,128 GB,4,0, 0,184.99
 MSI PRO Z790-A WIFI DDR4  ,LGA1700,ATX,128 GB,4,4, 1,179.99
 Supermicro X11SCL-IF  ,LGA1151,Mini ITX,64 GB,2,0, 0,232.99
 MSI B350M BAZOOKA  ,AM4,Micro ATX,64 GB,4,4, 8,152.25
 MSI MAG B760M MORTAR WIFI  ,LGA1700,Micro ATX,192 GB,4,5, 2,228.49
 ASRock X570 Steel Legend  ,AM4,ATX,128 GB,4,4, 23,261.81
 ASRock A620M-HDV/M.2+  ,AM5,Micro ATX,96 GB,2,0, 0,115.26
 Asus TUF GAMING B660M-PLUS WIFI D4  ,LGA1700,Micro ATX,128 GB,4,5, 5,228.22
 Asus PRIME B550M-A  ,AM4,Micro ATX,128 GB,4,4, 2,135.96
 Gigabyte H610M K DDR4  ,LGA1700,Micro ATX,64 GB,2,4, 1,98.32
 Asus TUF GAMING A620M-PLUS  ,AM5,Micro ATX,192 GB,4,0, 0,166.19
 Asus PRIME B760M-A  ,LGA1700,Micro ATX,128 GB,4,0, 0,171.59
 Asus ProArt B760-CREATOR WIFI  ,LGA1700,ATX,192 GB,4,0, 0,239.99
 ASRock B365M-HDV  ,LGA1151,Micro ATX,32 GB,2,4, 3,159.99
 ASRock X570 Pro4  ,AM4,ATX,128 GB,4,4, 4,129.99
 Gigabyte B550 VISION D-P  ,AM4,ATX,128 GB,4,5, 16,449.9
 Asus ROG Crosshair VIII Hero ,AM4,ATX,128 GB,4,5, 41,409.99
 ASRock X570 Taichi Razer Edition  ,AM4,ATX,128 GB,4,5, 1,235.99
 Asus PRIME Z690-P WIFI  ,LGA1700,ATX,192 GB,4,5, 2,254.53
 Gigabyte A620M DS3H  ,AM5,Micro ATX,192 GB,4,0, 0,142.65
 NZXT N5 Z690  ,LGA1700,ATX,128 GB,4,4, 3,233.99
 Asus Strix B550-XE Gaming WiFi  ,AM4,ATX,128 GB,4,4, 3,219.99
 MSI PRO B760-P DDR4 II  ,LGA1700,ATX,128 GB,4,0, 0,173.07
 MSI MPG Z690 FORCE WIFI  ,LGA1700,ATX,192 GB,4,5, 7,327.01
 ASRock B550 Steel Legend  ,AM4,ATX,128 GB,4,5, 15,159.99
 Gigabyte Z790 EAGLE AX  ,LGA1700,ATX,192 GB,4,0, 0,199.99
 ASRock X570 Taichi  ,AM4,ATX,128 GB,4,4, 24,218.99
 MSI MEG Z590 UNIFY-X  ,LGA1200,ATX,128 GB,4,0, 0,372.35
 Gigabyte B760 DS3H AX  ,LGA1700,ATX,192 GB,4,0, 0,149.99
 MSI A520M PRO  ,AM4,Micro ATX,64 GB,2,0, 0,86.87
 ASRock B760M PG Lightning/D4  ,LGA1700,Micro ATX,128 GB,4,0, 0,109.99
 Gigabyte B760M GAMING X DDR4  ,LGA1700,Micro ATX,128 GB,4,0, 0,171.31
 Asus ROG MAXIMUS Z690 HERO  ,LGA1700,ATX,192 GB,4,4, 4,547.99
 MSI PRO B760-P WIFI  ,LGA1700,ATX,192 GB,4,0, 0,169.99
 ASRock Z790 PG SONIC  ,LGA1700,ATX,192 GB,4,5, 1,311.11
 Asus ROG STRIX Z690-F GAMING WIFI  ,LGA1700,ATX,192 GB,4,4, 6,326.45
 Asus PRIME A620M-K  ,AM5,Micro ATX,96 GB,2,0, 0,115.51
 Gigabyte GA-AB350-GAMING 3  ,AM4,ATX,64 GB,4,5, 39,99.99
 Gigabyte Z790 D DDR4  ,LGA1700,ATX,128 GB,4,4, 1,169.99
 Gigabyte B760M H DDR4  ,LGA1700,Micro ATX,64 GB,2,0, 0,124.61
 Asus PRIME Z690-P D4  ,LGA1700,ATX,128 GB,4,5, 6,304.79
 Asus TUF GAMING B650M-PLUS  ,AM5,Micro ATX,192 GB,4,0, 0,241.13
 MSI MPG X570 GAMING PRO CARBON WIFI  ,AM4,ATX,128 GB,4,5, 27,575.0
 Gigabyte H610I DDR4  ,LGA1700,Mini ITX,64 GB,2,0, 0,148.44
 Asus PRIME B760M-A D4  ,LGA1700,Micro ATX,128 GB,4,5, 1,187.85
 Asus TUF GAMING B760M-PLUS WIFI II  ,LGA1700,Micro ATX,192 GB,4,0, 0,199.99
 Gigabyte B760 GAMING X  ,LGA1700,ATX,192 GB,4,0, 0,209.07
 Biostar H610MH  ,LGA1700,Micro ATX,64 GB,2,0, 0,119.99
 ASRock Z690 Phantom Gaming 4  ,LGA1700,ATX,128 GB,4,4, 3,144.99
 Gigabyte H610M S2H V3 DDR4  ,LGA1700,Micro ATX,64 GB,2,0, 0,104.3
 Gigabyte B550 AORUS PRO AC  ,AM4,ATX,128 GB,4,5, 33,306.49
 NZXT N7-Z69XT-B1  ,LGA1700,ATX,128 GB,4,5, 1,269.99
 Asus PRIME Z490-P  ,LGA1200,ATX,128 GB,4,5, 2,296.99
 Gigabyte Z690 AERO G  ,LGA1700,ATX,128 GB,4,5, 4,289.1
 Asus PRIME B650M-A AX  ,AM5,Micro ATX,128 GB,4,3, 1,199.99
 Biostar B450MH  ,AM4,Micro ATX,32 GB,2,4, 2,111.73
 Asus PRIME B660M-A D4  ,LGA1700,Micro ATX,128 GB,4,4, 6,244.92
 Asus PRIME B760M-K D4  ,LGA1700,Micro ATX,64 GB,2,5, 1,147.49
 MSI H310M PRO-VDH PLUS  ,LGA1151,Micro ATX,32 GB,2,4, 2,139.9
 Gigabyte Z790 AORUS XTREME  ,LGA1700,EATX,192 GB,4,5, 1,799.99
 MSI Z270-A PRO  ,LGA1151,ATX,64 GB,4,5, 15,435.99
 ASRock B550 PG Velocita  ,AM4,ATX,128 GB,4,5, 5,139.99
 MSI Z590-A PRO  ,LGA1200,ATX,128 GB,4,5, 3,317.15
 ASRock Z790 Taichi Lite  ,LGA1700,EATX,192 GB,4,4, 1,341.99
 Asus TUF GAMING B660M-PLUS WIFI  ,LGA1700,Micro ATX,192 GB,4,0, 0,239.41
 Gigabyte B760 DS3H AX DDR4  ,LGA1700,ATX,128 GB,4,0, 0,182.49
 MSI MPG Z390 GAMING PRO CARBON  ,LGA1151,ATX,128 GB,4,5, 25,299.99
 MSI PRO Z690-P DDR4  ,LGA1700,ATX,128 GB,4,4, 3,169.99
 Asus TUF Z390-PLUS GAMING ,LGA1151,ATX,128 GB,4,5, 10,339.0
 Asus ProArt B550-CREATOR  ,AM4,ATX,128 GB,4,5, 2,239.0
 ASRock A620M Pro RS  ,AM5,Micro ATX,192 GB,4,5, 1,164.36
